razao_social;cnpj;placa;servico_regular;servico_fretado;servico_semiurbano;data_validade_csv;validade_seguro
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;MTR-4467;Sim;Sim;Não;20/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;MTR-4471;Sim;Sim;Não;20/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;MTR-4474;Sim;Sim;Não;03/05/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;MTR-4475;Sim;Sim;Não;14/05/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;MTR-4483;Sim;Sim;Não;26/03/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;MTR-4484;Sim;Sim;Não;20/03/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;MTR-4485;Sim;Sim;Não;23/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;MTR-4491;Sim;Sim;Não;02/05/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;MTR-4492;Sim;Sim;Não;30/04/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;MTR-4493;Sim;Sim;Não;14/05/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;MTR-4497;Sim;Sim;Não;20/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;MTU-4023;Sim;Sim;Não;07/10/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OCZ-1739;Sim;Sim;Não;08/07/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OCZ-1740;Sim;Sim;Não;22/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OCZ-7981;Sim;Sim;Não;13/05/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OCZ-7982;Sim;Sim;Não;20/05/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OCZ-7983;Sim;Sim;Não;17/05/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OCZ-7984;Sim;Sim;Não;17/10/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OCZ-7985;Sim;Sim;Não;12/07/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OCZ-7986;Sim;Sim;Não;07/11/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OCZ-7987;Sim;Sim;Não;18/11/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OCZ-7988;Sim;Sim;Não;19/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OCZ-7989;Sim;Sim;Não;15/05/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OCZ-7990;Sim;Sim;Não;30/05/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OCZ-7992;Sim;Sim;Não;14/05/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OCZ-7993;Sim;Sim;Não;04/06/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OCZ-7994;Sim;Sim;Não;20/05/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OCZ-7995;Sim;Sim;Não;27/12/2019;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OCZ-7996;Sim;Sim;Não;20/05/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OCZ-7997;Sim;Sim;Não;06/12/2019;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OCZ-7998;Sim;Sim;Não;30/04/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OCZ-7999;Sim;Sim;Não;27/12/2019;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OCZ-8001;Sim;Sim;Não;03/07/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OCZ-8002;Sim;Sim;Não;24/04/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OCZ-8003;Sim;Sim;Não;09/01/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OCZ-8004;Sim;Sim;Não;28/05/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OCZ-8005;Sim;Sim;Não;17/12/2019;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OCZ-8006;Sim;Sim;Não;20/02/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OCZ-8007;Sim;Sim;Não;15/10/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OCZ-8009;Sim;Sim;Não;29/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OCZ-8010;Sim;Sim;Não;28/11/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODA-8359;Sim;Sim;Não;13/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODA-8360;Sim;Sim;Não;26/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODA-8361;Sim;Sim;Não;16/07/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODA-8363;Sim;Sim;Não;26/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODA-8421;Sim;Sim;Não;26/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODA-8422;Sim;Sim;Não;14/05/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODA-8423;Sim;Sim;Não;23/05/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODA-8424;Sim;Sim;Não;25/11/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODA-8425;Sim;Sim;Não;22/05/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODA-8426;Sim;Sim;Não;22/05/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODA-8427;Sim;Sim;Não;23/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODA-8428;Sim;Sim;Não;06/11/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODA-8429;Sim;Sim;Não;22/07/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODA-8430;Sim;Sim;Não;17/10/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODA-8431;Sim;Sim;Não;27/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODA-8432;Sim;Sim;Não;19/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODC-3574;Sim;Sim;Não;26/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODC-3575;Sim;Sim;Não;05/02/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODC-3576;Sim;Sim;Não;26/02/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODC-3577;Sim;Sim;Não;08/11/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODC-3578;Sim;Sim;Não;16/10/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODC-3579;Sim;Sim;Não;12/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8270;Sim;Sim;Não;07/05/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8271;Sim;Sim;Não;11/01/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8272;Sim;Sim;Não;26/03/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8273;Sim;Sim;Não;19/07/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8274;Sim;Não;Não;13/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8275;Sim;Não;Não;17/07/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8276;Sim;Sim;Não;26/03/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8277;Sim;Sim;Não;03/05/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8278;Sim;Sim;Não;16/07/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8287;Sim;Sim;Não;13/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8288;Sim;Sim;Não;30/07/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8289;Sim;Sim;Não;23/07/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8290;Sim;Sim;Não;09/05/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8291;Sim;Sim;Não;07/05/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8292;Sim;Sim;Não;29/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8293;Sim;Sim;Não;17/07/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8294;Sim;Sim;Não;22/07/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8295;Sim;Sim;Não;09/10/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8296;Sim;Sim;Não;21/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8297;Sim;Sim;Não;09/10/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8298;Sim;Sim;Não;09/07/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8301;Sim;Sim;Não;20/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8303;Sim;Sim;Não;19/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8304;Sim;Sim;Não;26/11/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8305;Sim;Sim;Não;31/10/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8310;Sim;Sim;Não;24/04/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8311;Sim;Sim;Não;26/11/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8312;Sim;Sim;Não;16/10/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8313;Sim;Sim;Não;16/10/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8314;Sim;Sim;Não;16/10/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8315;Sim;Sim;Não;01/10/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8316;Sim;Sim;Não;05/06/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8318;Sim;Sim;Não;05/06/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8319;Sim;Sim;Não;05/06/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8325;Sim;Sim;Não;19/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8330;Sim;Sim;Não;01/11/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8331;Sim;Sim;Não;03/10/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8332;Sim;Sim;Não;25/04/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8333;Sim;Sim;Não;27/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8334;Sim;Sim;Não;03/10/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8335;Sim;Sim;Não;24/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8C99;Sim;Sim;Não;27/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODF-8D00;Sim;Sim;Não;09/07/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODP-4721;Sim;Sim;Não;28/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;ODP-4722;Sim;Sim;Não;14/11/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYD-8618;Sim;Sim;Não;25/10/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYD-8619;Sim;Sim;Não;19/11/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYD-8620;Sim;Sim;Não;12/11/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYD-8621;Sim;Sim;Não;27/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYD-8622;Sim;Sim;Não;17/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYD-8623;Sim;Sim;Não;10/12/2019;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYD-8625;Sim;Sim;Não;26/11/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYD-8626;Sim;Sim;Não;14/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYD-8627;Sim;Sim;Não;01/10/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYD-8631;Sim;Sim;Não;26/11/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYD-8632;Sim;Sim;Não;04/11/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYD-8633;Sim;Sim;Não;28/10/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYD-8634;Sim;Sim;Não;28/10/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYD-8635;Sim;Sim;Não;19/11/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYD-8636;Sim;Sim;Não;16/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYD-8637;Sim;Sim;Não;13/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYD-8638;Sim;Sim;Não;07/11/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYD-8639;Sim;Sim;Não;09/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYD-8640;Sim;Sim;Não;28/11/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYD-8641;Sim;Sim;Não;13/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6475;Sim;Sim;Não;04/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6476;Sim;Sim;Não;04/10/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6477;Sim;Sim;Não;19/11/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6478;Sim;Sim;Não;06/06/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6479;Sim;Sim;Não;13/02/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6480;Sim;Sim;Não;26/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6481;Sim;Sim;Não;03/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6482;Sim;Sim;Não;10/10/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6483;Sim;Sim;Não;23/07/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6484;Sim;Sim;Não;26/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6487;Sim;Sim;Não;02/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6488;Sim;Sim;Não;08/11/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6489;Sim;Sim;Não;25/11/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6491;Sim;Sim;Não;12/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6492;Sim;Sim;Não;06/06/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6493;Sim;Sim;Não;15/10/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6494;Sim;Sim;Não;26/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6495;Sim;Sim;Não;19/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6496;Sim;Sim;Não;17/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6502;Sim;Sim;Não;13/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6503;Sim;Sim;Não;12/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6504;Sim;Sim;Não;04/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6505;Sim;Sim;Não;09/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6506;Sim;Sim;Não;09/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6507;Sim;Sim;Não;05/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6508;Sim;Sim;Não;05/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6509;Sim;Sim;Não;07/11/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6511;Sim;Sim;Não;26/11/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6512;Sim;Sim;Não;09/01/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6513;Sim;Sim;Não;06/06/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6514;Sim;Sim;Não;19/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6515;Sim;Sim;Não;16/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6516;Sim;Sim;Não;14/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6517;Sim;Sim;Não;15/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6518;Sim;Sim;Não;14/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6519;Sim;Sim;Não;03/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6520;Sim;Sim;Não;26/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6521;Sim;Sim;Não;12/12/2019;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6522;Sim;Sim;Não;12/11/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6523;Sim;Sim;Não;27/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6524;Sim;Sim;Não;17/12/2019;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6525;Sim;Sim;Não;14/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6554;Sim;Sim;Não;27/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6557;Sim;Sim;Não;27/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6558;Sim;Sim;Não;16/07/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6559;Sim;Sim;Não;29/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6562;Sim;Sim;Não;21/10/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6563;Sim;Sim;Não;27/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6564;Sim;Sim;Não;04/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYF-6F61;Sim;Sim;Não;30/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYG-9549;Sim;Sim;Não;28/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYG-9551;Sim;Sim;Não;12/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYG-9552;Sim;Sim;Não;03/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYG-9553;Sim;Sim;Não;12/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYG-9554;Sim;Sim;Não;09/01/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYG-9556;Sim;Sim;Não;24/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYG-9557;Sim;Sim;Não;26/11/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYG-9558;Sim;Sim;Não;04/10/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYG-9560;Sim;Sim;Não;21/10/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYG-9561;Sim;Sim;Não;19/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYG-9562;Sim;Sim;Não;19/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYG-9563;Sim;Sim;Não;21/10/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYG-9564;Sim;Sim;Não;08/10/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYG-9565;Sim;Sim;Não;16/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYG-9566;Sim;Sim;Não;17/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYG-9567;Sim;Sim;Não;31/07/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYG-9569;Sim;Sim;Não;16/07/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYG-9570;Sim;Sim;Não;21/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYG-9600;Sim;Sim;Não;26/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYG-9601;Sim;Sim;Não;02/05/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYG-9602;Sim;Sim;Não;19/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYG-9603;Sim;Sim;Não;04/07/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYG-9604;Sim;Sim;Não;13/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYG-9605;Sim;Sim;Não;10/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYG-9606;Sim;Sim;Não;10/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYG-9607;Sim;Sim;Não;13/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYG-9608;Sim;Sim;Não;12/11/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYG-9609;Sim;Sim;Não;12/08/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYG-9F50;Sim;Sim;Não;24/09/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;OYI-8819;Sim;Sim;Não;24/01/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;PJQ-0170;Sim;Sim;Não;04/12/2019;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;PJQ-1107;Sim;Sim;Não;06/12/2019;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;PJQ-1172;Sim;Sim;Não;27/12/2019;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;PJQ-1885;Sim;Sim;Não;27/11/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;PJQ-2295;Sim;Sim;Não;20/02/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;PJQ-2333;Sim;Sim;Não;26/04/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;PJQ-2770;Sim;Sim;Não;03/05/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;PJQ-3571;Sim;Sim;Não;23/04/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;PJQ-3776;Sim;Sim;Não;25/04/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;PJQ-4377;Sim;Sim;Não;23/04/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;PJQ-4949;Sim;Sim;Não;07/02/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;PJQ-5786;Sim;Sim;Não;30/10/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;PJQ-6040;Sim;Sim;Não;08/01/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;PJQ-6632;Sim;Sim;Não;13/02/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;PJQ-7207;Sim;Sim;Não;04/02/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;PJQ-7775;Sim;Sim;Não;23/04/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;PJQ-7834;Sim;Sim;Não;10/10/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;PJQ-8487;Sim;Sim;Não;14/02/2020;07/08/2020
VIACAO AGUIA BRANCA S A;27.486.182/0001-09;PJQ-9083;Sim;Sim;Não;04/12/2019;07/08/2020
