razao_social;cnpj;placa;servico_regular;servico_fretado;servico_semiurbano;data_validade_csv;validade_seguro;ano_fabricacao;categoria_veiculo;nr_assentos_categoria;nr_assentos;acessibilidade;tipo_veiculo
GUITUR TURISMO LTDA;45.109.341/0001-38;NBC-6J11;Não;Sim;Não;2025-01-22;2025-01-19;1995;Executivo;27;27;Sem Acessibilidade;Ônibus
BARAGAO PRODUCOES ARTISTICAS E EVENTOS LTDA;31.750.604/0001-89;NBC-7C04;Não;Sim;Não;2025-05-11;2025-01-06;1995;Executivo;47;47;Sem Acessibilidade;Ônibus
VITORIA CAROLINE DA ROSA CACENOTE LTDA;30.178.846/0001-87;NBF-1E32;Não;Sim;Não;2025-01-30;2025-02-01;1997;Executivo;46;46;Sem Acessibilidade;Ônibus
E W LOCADORA DE VEÍCULOS LTDA - ME;00.579.445/0001-78;NBJ-2750;Não;Sim;Não;2025-03-18;2025-05-11;2004;Executivo;51;51;Q - Cadeira de transbordo;Ônibus
C.VENANCIO & R.C. VENANCIO - TRANSPORTE DE PASSAGEIROS LTDA;33.224.183/0001-88;NBJ-9J30;Não;Sim;Não;2025-01-12;2025-06-05;1999;Executivo;52;52;Q - Cadeira de transbordo;Ônibus
OLIVEIRA TURISMO TRANSPORTES LTDA;33.988.390/0001-09;NBS-3H14;Não;Sim;Não;2025-02-07;2025-04-17;2004;Executivo;42;42;Q - Cadeira de transbordo;Ônibus
ELCIO BARBOSA DE OLIVEIRA LTDA;29.367.108/0001-07;NBS-9274;Não;Sim;Não;2025-04-22;2025-01-05;2004;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
L. F. DE LIMA TRANSPORTE EIRELI;17.880.518/0001-60;NBZ-8E78;Não;Sim;Não;2025-05-14;2025-06-28;2005;Executivo;42;42;Q - Cadeira de transbordo;Ônibus
TITAN TURISMO LTDA;26.607.469/0001-87;NCB-9I76;Não;Sim;Não;2025-06-04;2025-07-01;2000;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
ANGELA MARIA ORSATO PORTELLA EIRELI - ME;17.342.147/0001-62;NCI-3H27;Não;Sim;Não;2025-06-12;2025-01-08;2001;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
JVN TRANSPORTE E LOGISTICA LTDA;48.543.267/0001-51;NCI-3H28;Não;Sim;Não;2025-03-16;2025-04-26;2001;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
ZUZANTUR TURISMO LTDA;49.415.436/0001-30;NCK-8J59;Não;Sim;Não;2025-04-07;2025-04-26;2004;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
ROBERIO P DA SILVA  LTDA;42.649.564/0001-08;NCK-9H15;Não;Sim;Não;2025-03-23;2025-05-20;2004;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
J. G. TURISMO TRANSPORTE DE PASSAGEIROS E CARGAS LTDA;56.279.748/0001-20;NCO-7B83;Não;Sim;Não;2025-03-12;2025-01-17;2003;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
S & C TRANSPORTE DE CARGA E TURISMO EIRELI;40.132.522/0001-61;NCP-5G06;Não;Sim;Não;2025-02-24;2025-05-27;2004;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
ELIBRANTUR LTDA;48.475.853/0001-06;NCS-3C80;Não;Sim;Não;2025-01-31;2025-01-06;2001;Executivo;57;57;Q - Cadeira de transbordo;Ônibus
EXPRESSO XAVIER TRANSPORTE E TURISMO - EIRELI;01.023.926/0001-65;NCV-0A45;Não;Sim;Não;2025-02-01;2025-06-05;2003;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
R K TRANSPORTES E TURISMO LTDA;47.888.278/0001-00;NCV-0A75;Não;Sim;Não;2025-01-16;2025-01-22;2003;Executivo;43;43;H - Cadeira de transbordo.;Ônibus
COOPERATIVA DE TRANSPORTE DE PASSAGEIROS E CARGAS, TURISMO E ESCOLAR DE MINAS GERAIS LTDA;40.564.531/0001-21;NCV-0A85;Não;Sim;Não;2025-05-26;2025-06-05;2003;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
VIACAO SANDER LTDA;84.800.853/0001-06;NCV-2H40;Não;Sim;Não;2025-03-11;2025-02-19;2004;Executivo;54;54;Q - Cadeira de transbordo;Ônibus
TRANSFAVARO TRANSPORTES LTDA;71.738.900/0001-89;NDC-9406;Não;Sim;Não;2025-04-16;2025-01-06;2007;Executivo;42;42;Q - Cadeira de transbordo;Ônibus
R K TRANSPORTES E TURISMO LTDA;47.888.278/0001-00;NDC-9C86;Não;Sim;Não;2025-01-23;2025-01-25;2007;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
EMMNUEL TRANSPORTES DE PASSAGEIROS E TURISMO LTDA;18.779.557/0001-38;NDC-9D66;Não;Sim;Não;2025-01-15;2025-03-30;2007;Executivo;47;47;D - Passagem em nível da plataforma de embarque / desembarque do terminal (ou ponto de parada) para o salão de passageiros.;Ônibus
BLESSED TURISMO LTDA;21.807.934/0001-00;NDG-2D55;Não;Sim;Não;2025-01-22;2024-12-27;2007;Executivo;56;56;Q - Cadeira de transbordo;Ônibus
OLIVEIRA TURISMO TRANSPORTES LTDA;33.988.390/0001-09;NDG-6H27;Não;Sim;Não;2025-01-09;2025-04-17;2007;Executivo;42;42;Q - Cadeira de transbordo;Ônibus
CIUFFI TRANSPORTE E TURISMO LTDA - TRANSPORTADORA TURÍSTICA;66.463.621/0001-10;NDH-5828;Não;Sim;Não;2025-05-11;2024-12-26;2007;Executivo;51;51;H - Cadeira de transbordo.;Ônibus
EDINALDO R PESSOA  LTDA;27.135.203/0001-41;NDH-6C88;Não;Sim;Não;2025-05-11;2025-04-02;2007;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;NDH-6D28;Não;Sim;Não;2025-01-11;2025-06-23;2007;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
EDSON AGENCIA DE VIAGENS EXPRESSO E TURISMO LTDA;11.482.281/0001-82;NDH-6D68;Não;Sim;Não;2025-05-11;2025-05-10;2007;Executivo;51;51;H - Cadeira de transbordo.;Ônibus
LR TURISMO EIRELI;26.892.005/0001-60;NDH-6E58;Não;Sim;Não;2025-01-30;2025-01-14;2007;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
VALDINEY ARAUJO DOS SANTOS EIRELI - ME;22.297.185/0001-80;NDH-6G88;Não;Sim;Não;2025-05-26;2025-01-01;2007;Executivo;44;44;Q - Cadeira de transbordo;Ônibus
ONIX TRANSPORTADORA TURISTICA LTDA;10.973.737/0001-44;NDT-0A27;Não;Sim;Não;2025-03-02;2025-06-20;2007;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
TRANSPASSO FRETAMENTO E TURISMO LTDA;18.593.759/0001-90;NDW-0337;Não;Sim;Não;2024-12-22;2024-12-24;2007;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
H SANTANA TRANSPORTES RODOVIARIOS LTDA;38.173.899/0001-17;NEC-1012;Não;Sim;Não;2025-01-24;2025-05-29;2007;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
AILTON RIBEIRO TURISMO LTDA;49.580.279/0001-19;NFD-9E27;Não;Sim;Não;2025-01-09;2025-06-29;2004;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
KENYA TURISMO AGENCIA DE VIAGENS LTDA;46.052.680/0001-98;NFD-9I30;Não;Sim;Não;2025-01-01;2025-06-15;2003;Executivo;30;30;H - Cadeira de transbordo.;Ônibus
C & A TURISMO LTDA;08.394.390/0001-33;NFF-9I55;Não;Sim;Não;2025-03-11;2025-03-23;2004;Executivo;44;44;Q - Cadeira de transbordo;Ônibus
ALICE VIAGENS E TURISMO LTDA;15.545.045/0001-19;NFH-2C16;Não;Sim;Não;2025-04-18;2025-05-30;2004;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
WALMIR FIALHO TRANSPORTES E TURISMO LTDA;10.207.123/0001-51;NFH-2C46;Não;Sim;Não;2025-04-17;2025-03-21;2004;Executivo;44;44;Q - Cadeira de transbordo;Ônibus
L. F. DE LIMA TRANSPORTE EIRELI;17.880.518/0001-60;NFJ-5B87;Não;Sim;Não;2025-06-11;2025-01-05;2003;Executivo;56;56;H - Cadeira de transbordo.;Ônibus
MILLAN TURISMO LTDA;35.239.613/0001-60;NFJ-5I45;Não;Sim;Não;2025-03-10;2025-03-15;2004;Executivo;46;46;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
LD TURISMO LTDA;41.269.174/0001-31;NFL-3778;Não;Sim;Não;2025-01-18;2025-01-08;2004;Executivo;52;52;H - Cadeira de transbordo.;Ônibus
COGROSSITUR TURISMO LTDA;11.364.259/0001-38;NFP-7073;Não;Sim;Não;2025-03-05;2025-03-10;2005;Executivo;44;44;Q - Cadeira de transbordo;Ônibus
WLTOUR LTDA;34.859.759/0001-46;NFP-8E52;Não;Sim;Não;2025-06-09;2025-01-20;2005;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
FABIO MARQUES BATISTA EIRELI;10.964.975/0001-93;NFR-7863;Não;Sim;Não;2025-03-11;2024-12-22;2005;Executivo;55;55;Q - Cadeira de transbordo;Ônibus
R K TRANSPORTES E TURISMO LTDA;47.888.278/0001-00;NFW-7J21;Não;Sim;Não;2025-04-02;2025-05-29;2005;Executivo;28;28;H - Cadeira de transbordo.;Ônibus
ANAPOLIS LOCADORA E TRANSPORTES LTDA;10.298.256/0001-80;NFY-2891;Não;Sim;Não;2025-03-26;2025-04-05;2005;Executivo;28;28;H - Cadeira de transbordo.;Ônibus
ANDRE JOSE RUTHS LTDA;08.050.747/0001-66;NFY-5G79;Não;Sim;Não;2025-06-09;2025-03-29;2004;Executivo;56;56;H - Cadeira de transbordo.;Ônibus
J. FRANCISCO SILVA EIRELI;38.457.673/0001-48;NGH-4999;Não;Sim;Não;2025-05-11;2025-03-05;2007;Executivo;55;55;Q - Cadeira de transbordo;Ônibus
EDUARDO DE SOUZA PAULA - TRANSPORTES LTDA;32.439.828/0001-37;NGJ-9E25;Não;Sim;Não;2025-04-29;2025-01-12;2006;Executivo;42;42;Q - Cadeira de transbordo;Ônibus
STAFF LOCAÇÕES E EVENTOS LTDA - ME;04.330.451/0001-48;NGK-6388;Não;Sim;Não;2025-02-02;2025-01-13;2006;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
ALIANÇA TURISMO E TRANSPORTE LTDA - ME;82.554.775/0001-73;NGL-5F90;Não;Sim;Não;2025-02-20;2025-04-21;2006;Executivo;57;57;Q - Cadeira de transbordo;Ônibus
STAFF LOCAÇÕES E EVENTOS LTDA - ME;04.330.451/0001-48;NGM-0181;Não;Sim;Não;2025-03-11;2025-01-13;2006;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
W L AGENCIA DE VIAGENS LTDA - ME;04.748.574/0001-01;NGM-7483;Não;Sim;Não;2025-06-02;2025-06-21;2007;Executivo;44;44;Q - Cadeira de transbordo;Ônibus
MARIA TURISMO LTDA;31.471.043/0001-89;NGQ-9116;Não;Sim;Não;2025-04-08;2025-03-11;2007;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
H E VIAGENS, TURISMO E LOCACOES LTDA;10.798.157/0001-68;NGV-5H69;Não;Sim;Não;2025-02-07;2024-12-22;2007;Executivo;60;60;H - Cadeira de transbordo.;Ônibus
AQUARELLA TUR LTDA;50.413.040/0001-33;NGW-7E55;Não;Sim;Não;2025-04-15;2025-04-19;2007;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
RENATO GOMES DE OLIVEIRA EIRELI;36.583.895/0001-81;NGX-0051;Não;Sim;Não;2025-01-05;2025-02-27;2006;Executivo;44;44;Q - Cadeira de transbordo;Ônibus
VAMO MOBILIDADE LTDA;49.837.832/0001-56;NGX-2E61;Não;Sim;Não;2025-05-26;2025-06-21;2006;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
VAMO MOBILIDADE LTDA;49.837.832/0001-56;NGX-2E71;Não;Sim;Não;2025-05-27;2025-06-21;2006;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
MARLIM AZUL TURISMO LTDA;03.654.966/0001-30;NHJ-8B31;Não;Sim;Não;2025-04-07;2025-05-06;2006;Executivo;22;22;Q - Cadeira de transbordo;Ônibus
BRISA TRANSPORTES LOCACOES E SERVICOS LTDA;21.927.618/0001-71;NID-5D09;Não;Sim;Não;2025-06-06;2025-05-06;2009;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
COOPERATIVA DOS PRESTADORES DE SERVICOS DE TRANSPORTE TURISTICO LTDA - COOPERTUR;26.616.239/0001-84;NJB-1G30;Não;Sim;Não;2025-02-14;2025-04-20;2007;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
TITAN TURISMO LTDA;26.607.469/0001-87;NJR-2H63;Não;Sim;Não;2025-05-22;2025-06-19;2010;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
TITAN TURISMO LTDA;26.607.469/0001-87;NKC-0E20;Não;Sim;Não;2025-05-01;2025-06-01;2007;Executivo;55;55;H - Cadeira de transbordo.;Ônibus
GOIAS MINAS TRANSPORTES LTDA - ME;05.124.323/0001-00;NKT-9256;Não;Sim;Não;2025-05-16;2025-06-28;2009;Executivo;56;56;Q - Cadeira de transbordo;Ônibus
E. M. TRANSPORTES LTDA;21.575.259/0001-30;NKW-9D57;Não;Sim;Não;2025-01-22;2025-06-25;2009;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
RODRIGUES TURISMO LTDA;32.130.945/0001-14;NKX-4I85;Não;Sim;Não;2025-04-28;2025-03-05;2008;Executivo;28;28;H - Cadeira de transbordo.;Ônibus
JACKSON SANTOS SOUZA LTDA;51.075.798/0001-71;NLA-3F77;Não;Sim;Não;2025-03-22;2025-06-20;2009;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
SKALA BRASIL CARGAS E TURISMO LTDA;00.330.618/0001-10;NLN-2H56;Não;Sim;Não;2025-05-08;2025-05-09;2009;Executivo;58;58;H - Cadeira de transbordo.;Ônibus
DOMINGUINHOS TRANSPORTE E TURISMO LTDA;44.896.537/0001-57;NLU-7G69;Não;Sim;Não;2025-05-06;2025-03-16;2011;Executivo;60;60;H - Cadeira de transbordo.;Ônibus
R FRANCISCO DE CARVALHO TRANSPORTES LTDA;25.533.949/0001-88;NML-9231;Não;Sim;Não;2025-07-06;2025-06-28;2010;Executivo;48;48;H - Cadeira de transbordo.;Ônibus
COOPERATIVA DE TRANSPORTES RODOVIARIOS DE PASSAGEIROS - COOTRANS/ANP;41.577.078/0001-50;NMV-5I32;Não;Sim;Não;2025-03-04;2025-03-14;2009;Executivo;27;27;H - Cadeira de transbordo.;Ônibus
VIACAO 4 VIAGENS E TURISMO LTDA;24.889.244/0001-35;NNJ-8602;Não;Sim;Não;2025-06-20;2025-06-21;2009;Executivo;49;49;H - Cadeira de transbordo.;Ônibus
AGENCIA DORAS TUR LTDA;37.187.009/0001-63;NNP-2H04;Não;Sim;Não;2025-05-19;2025-04-26;2008;Executivo;51;51;Q - Cadeira de transbordo;Ônibus
BINDER TRANSPORTE E TURISMO LTDA;24.483.967/0001-30;NNP-8H28;Não;Sim;Não;2025-03-22;2025-02-06;2009;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
NDI TUR AGENCIA DE VIAGENS E TURISMO LTDA;49.211.199/0001-96;NNP-8I58;Não;Sim;Não;2025-05-27;2025-04-03;2009;Convencional;50;50;Q - Cadeira de transbordo;Ônibus
LABOCLINICA TRAIRI LTDA;02.308.892/0001-18;NNR-9G67;Não;Sim;Não;2025-02-23;2025-02-28;2009;Executivo;27;27;Q - Cadeira de transbordo;Ônibus
L T F LOCACOES TRANSPORTES & FRETAMENTOS SALAFIA LTDA;10.735.659/0001-40;NNS-6H53;Não;Sim;Não;2025-06-19;2025-05-20;2011;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
VITAN TRANSPORTES E LOCADORA DE VEICULOS LTDA;18.854.432/0001-25;NNU-2G73;Não;Sim;Não;2025-04-29;2025-04-13;2011;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
EMANUEL TURISMO FRETAMENTOS E VIAGENS LTDA;13.399.762/0001-54;NNV-6H53;Não;Sim;Não;2025-06-07;2025-05-10;2011;Executivo;50;50;Q - Cadeira de transbordo;Ônibus
COOPVANS COOPERATIVA E LOCADORA DOS PROPRIETARIOS DE VANS E VEICULOS DO RN;15.209.167/0001-34;NNY-5501;Não;Sim;Não;2025-06-12;2025-02-02;2011;Executivo;20;20;Sem Acessibilidade;Micro-ônibus
COOPVANS COOPERATIVA E LOCADORA DOS PROPRIETARIOS DE VANS E VEICULOS DO RN;15.209.167/0001-34;NNY-5F01;Não;Sim;Não;2025-06-12;2025-02-02;2011;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
D LARA VIAGENS E TURISMO LTDA;33.187.151/0001-50;NNZ-7166;Não;Sim;Não;2025-03-11;2025-03-18;2010;Executivo;16;16;H - Cadeira de transbordo.;Micro-ônibus
ARAXA BRASIL TRANSPORTES E TURISMO LTDA;18.712.862/0001-02;NOF-7H59;Não;Sim;Não;2025-01-30;2025-01-03;2011;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
MASTER LOCAÇÕES LTDA-ME;07.656.489/0001-01;NOG-7454;Não;Sim;Não;2025-01-16;2025-01-18;2012;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
TRANSPORTES SAO LUIZ LTDA;04.822.316/0001-10;NOG-9761;Não;Sim;Não;2025-02-05;2024-12-26;2011;Executivo;27;27;Q - Cadeira de transbordo;Ônibus
C V E EMPREENDIMENTOS TURISTICOS LTDA;03.951.341/0001-30;NOT-4D48;Não;Sim;Não;2025-06-11;2025-06-27;2010;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
SMART TUR TRANSPORTES LTDA;33.152.136/0001-76;NOV-2D72;Não;Sim;Não;2025-05-28;2024-12-31;2013;Convencional;16;16;Sem Acessibilidade;Micro-ônibus
TRANS ALMEIDA EIRELI;33.011.109/0001-83;NOV-3D68;Não;Sim;Não;2025-02-27;2025-02-05;2010;Executivo;50;50;F - Rampa móvel colocada entre o veículo e a plataforma.;Ônibus
COOPERATIVA DE TRANSPORTES RODOVIARIOS DE PASSAGEIROS - COOTRANS/ANP;41.577.078/0001-50;NPA-4E37;Não;Sim;Não;2025-01-05;2025-01-28;2010;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
EBISA TRANSPORTES E TURISMO LTDA;36.759.927/0001-57;NPC-4D32;Não;Sim;Não;2025-04-09;2025-03-28;2015;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
EXCLUSIVE TRANSPORTE VIAGENS E TURISMO EIRELI;22.113.439/0001-63;NPO-5J06;Não;Sim;Não;2025-03-25;2025-04-03;2013;Executivo;58;58;H - Cadeira de transbordo.;Ônibus
A BORDO TURISMO AGENCIA DE VIAGENS LTDA;36.517.703/0001-39;NQF-8499;Não;Sim;Não;2025-07-04;2025-03-05;2010;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
OJ TURISMO LTDA;23.840.650/0001-40;NQK-5A07;Não;Sim;Não;2025-05-14;2025-05-16;2010;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
FRILOCAR LOCADORA DE VEÍCULOS LTDA - ME;13.002.184/0001-70;NQR-4E18;Não;Sim;Não;2025-06-11;2025-01-09;2009;Executivo;29;29;H - Cadeira de transbordo.;Ônibus
MAXIMO TRANSPORTE E LOCACAO DE VEICULOS LTDA.;08.504.049/0001-93;NQX-1F30;Não;Sim;Não;2025-04-03;2025-01-05;2009;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
LUCIANO DA CRUZ BARBOSA & CIA LTDA;10.324.678/0001-83;NQY-3H07;Não;Sim;Não;2025-03-28;2025-02-04;2009;Executivo;42;42;D - Passagem em nível da plataforma de embarque / desembarque do terminal (ou ponto de parada) para o salão de passageiros.;Ônibus
GARCIA TURISMO LTDA;50.239.291/0001-43;NQY-6C30;Não;Sim;Não;2025-03-14;2025-03-21;2009;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
STRADA MOB LTDA;04.162.704/0001-11;NQZ-8970;Não;Sim;Não;2025-05-17;2025-01-07;2009;Executivo;42;42;Q - Cadeira de transbordo;Ônibus
PARAQUETT AGENCIA DE TURISMO E VIAGENS LTDA;16.540.985/0001-88;NRA-1G00;Não;Sim;Não;2025-05-22;2025-05-02;2009;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
TITAN TURISMO LTDA;26.607.469/0001-87;NRA-8G83;Não;Sim;Não;2025-03-26;2025-03-22;2010;Executivo;30;30;H - Cadeira de transbordo.;Ônibus
MAXIMUS TURISMO LTDA;49.945.354/0001-06;NRB-4B60;Não;Sim;Não;2025-07-01;2025-07-06;2009;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
SADIAS VIAGENS E TURISMO LTDA;03.022.135/0001-46;NRB-9410;Não;Sim;Não;2025-04-02;2024-12-26;2009;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
RAMOS & SILVA LOCADORA DE VEÍCULOS LTDA ME;12.707.520/0001-18;NRB-9G90;Não;Sim;Não;2025-03-04;2025-03-15;2009;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
MARTINS RS LTDA;80.213.176/0001-60;NRD-2H58;Não;Sim;Não;2025-01-18;2024-12-29;2009;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
PIT. TUR TRANSPORTES LTDA;35.585.267/0001-72;NRD-3030;Não;Sim;Não;2025-05-11;2025-03-21;2008;Executivo;56;56;H - Cadeira de transbordo.;Ônibus
COSTA VALE TRANSPORTE LTDA;23.388.558/0001-91;NRZ-0J35;Não;Sim;Não;2025-05-21;2025-05-22;2012;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
VALDECI KLIMA TRANSPORTES EIRELI;07.414.845/0001-72;NRZ-1D22;Não;Sim;Não;2025-01-18;2025-04-13;2013;Executivo;56;56;H - Cadeira de transbordo.;Ônibus
TERRA TUR TRANSPORTES LTDA;03.473.371/0001-89;NRZ-1D24;Não;Sim;Não;2025-07-05;2025-07-06;2013;Executivo;56;56;H - Cadeira de transbordo.;Ônibus
JOSE ALVES CARDOSO LTDA;27.149.112/0001-65;NRZ-1D31;Não;Sim;Não;2025-07-02;2024-12-26;2014;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
MEGA TURISMO E TRANSPORTES LTDA;36.207.156/0001-95;NRZ-1F48;Não;Sim;Não;2025-02-26;2025-03-15;2012;Executivo;59;59;H - Cadeira de transbordo.;Ônibus
G M S TRANSPORTADORA TURISTICA EIRELI;10.505.795/0001-43;NRZ-2C98;Não;Sim;Não;2025-01-18;2025-02-05;2013;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
DHAGES AGENCIA TRANSPORTE E TURISMO LTDA;23.167.053/0001-05;NSM-1J74;Não;Sim;Não;2025-06-10;2025-06-13;2010;Executivo;54;54;H - Cadeira de transbordo.;Ônibus
BROTHERS VANS TRANSPORTES E TURISMO LTDA - ME;25.266.708/0001-10;NSR-8G12;Não;Sim;Não;2025-05-21;2025-01-04;2010;Executivo;49;49;H - Cadeira de transbordo.;Ônibus
TITAN TURISMO LTDA;26.607.469/0001-87;NST-4567;Não;Sim;Não;2025-03-06;2025-05-24;2010;Executivo;55;55;H - Cadeira de transbordo.;Ônibus
ALEX MARCON EIRELI - ME;03.397.986/0001-73;NSU-5F65;Não;Sim;Não;2025-03-18;2025-03-15;2011;Convencional;50;50;H - Cadeira de transbordo.;Ônibus
AQUARIUS TUR EXCURSOES LTDA;11.103.933/0001-20;NSX-9B83;Não;Sim;Não;2025-02-26;2025-03-27;2011;Executivo;53;53;H - Cadeira de transbordo.;Ônibus
TITAN TURISMO LTDA;26.607.469/0001-87;NSZ-0455;Não;Sim;Não;2025-06-24;2025-03-20;2011;Executivo;55;55;H - Cadeira de transbordo.;Ônibus
FAMTUR VIAGENS E TURISMO LTDA;00.848.957/0001-92;NTA-6409;Não;Sim;Não;2025-06-06;2025-01-05;2010;Executivo;55;55;H - Cadeira de transbordo.;Ônibus
SAMARA TURISMO EIRELI;03.322.932/0001-49;NTB-9823;Não;Sim;Não;2025-03-04;2025-03-02;2010;Executivo;58;58;H - Cadeira de transbordo.;Ônibus
CIUFFI TRANSPORTE E TURISMO LTDA - TRANSPORTADORA TURÍSTICA;66.463.621/0001-10;NTC-3680;Não;Sim;Não;2025-07-03;2024-12-26;2010;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
COOPERSIND COOPERATIVA DE TRANSPORTES DE CARGAS, PASSAGEIROS, ESCOLAR E TURISMO DE MINAS GERAIS;20.375.162/0001-11;NTH-3907;Não;Sim;Não;2025-05-20;2025-05-23;2009;Executivo;20;20;Sem Acessibilidade;Micro-ônibus
OLIVIATUR TURISMO LTDA;48.264.990/0001-00;NTJ-6A60;Não;Sim;Não;2025-04-26;2025-04-19;2010;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
LOCABUS LOCACAO E TRANSPORTES LTDA.;08.762.553/0001-93;NTK-4G68;Não;Sim;Não;2025-05-07;2024-12-21;2010;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
LOCA MINAS LOCADORA DE VEICULOS LTDA;11.297.442/0001-68;NTM-0D17;Não;Sim;Não;2025-07-02;2025-06-27;2010;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
JDR TRANSPORTE, TURISMO E LOCADORA EIRELI;10.871.906/0001-35;NTO-1225;Não;Sim;Não;2025-06-06;2024-12-30;2010;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
TIO NILO TRANSPORTES E TURISMO LTDA;08.042.435/0001-00;NTO-8I57;Não;Sim;Não;2025-04-18;2025-04-22;2010;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
NOVA ESPERANCA VIAGENS LTDA;19.172.593/0001-00;NTP-2I47;Não;Sim;Não;2025-02-05;2025-05-12;2010;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
MIYUKI TRANSPORTES E TURISMO LTDA;29.063.309/0001-02;NTP-3H06;Não;Sim;Não;2025-04-22;2025-05-03;2010;Executivo;42;42;Q - Cadeira de transbordo;Ônibus
LDL VIAGENS E TURISMO LTDA;44.570.397/0001-22;NTP-4J74;Não;Sim;Não;2025-03-20;2025-03-06;2010;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
BRT TRANSPORTES E TURISMO LTDA;44.438.668/0001-90;NTP-6A24;Não;Sim;Não;2025-01-03;2024-12-28;2010;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
MARIA DE LOURDES VIANA SILVA LTDA;54.279.176/0001-53;NTP-6H19;Não;Sim;Não;2025-05-16;2025-05-31;2010;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
MURALHA TOUR TRANSPORTES E TURISMO LTDA;28.203.338/0001-60;NTQ-5E43;Não;Sim;Não;2025-01-18;2025-01-20;2010;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
PORTO TRANSPORTE TURISMO E FRETAMENTO LTDA UNIPESSOAL;44.163.308/0001-23;NTQ-5E97;Não;Sim;Não;2025-04-16;2025-04-23;2010;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
TRANSMEGA TRANSPORTES E TURISMO LTDA;08.427.246/0001-56;NTQ-8D39;Não;Sim;Não;2025-07-08;2025-01-06;2010;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
A COSTA DA SILVA EIRELI;35.656.655/0001-05;NTT-2J82;Não;Sim;Não;2025-05-06;2025-01-03;2010;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
