razao_social;cnpj;placa;servico_regular;servico_fretado;servico_semiurbano;data_validade_csv;validade_seguro;ano_fabricacao;categoria_veiculo;nr_assentos_categoria;nr_assentos;acessibilidade;tipo_veiculo
VIACAO JAVARY LTDA;05.773.519/0001-26;LST-7527;Não;Sim;Não;2025-06-17;2025-07-27;2016;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
VIACAO JAVARY LTDA;05.773.519/0001-26;SSC-0J26;Não;Sim;Não;2025-08-22;2025-10-18;2024;Executivo;19;19;Sem Acessibilidade;Micro-ônibus
VIAÇÃO JEQUIÉ CIDADE SOL LTDA.;14.602.189/0001-05;PKS-1591;Sim;Sim;Não;2025-09-18;2025-07-15;2017;Semileito;43;43;H - Cadeira de transbordo.;Ônibus
VIAÇÃO JEQUIÉ CIDADE SOL LTDA.;14.602.189/0001-05;PKS-5585;Não;Sim;Não;2025-09-26;2025-07-15;2017;Semileito;43;43;H - Cadeira de transbordo.;Ônibus
VIAÇÃO JEQUIÉ CIDADE SOL LTDA.;14.602.189/0001-05;PLE-4219;Sim;Sim;Não;2025-01-08;2025-07-15;2017;Semileito;62;62;H - Cadeira de transbordo.;Ônibus
VIACAO JMC LTDA;41.173.835/0001-20;AJO-9G41;Não;Sim;Não;2025-05-05;2025-09-04;2000;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
VIACAO JOIA RARA LTDA;55.258.880/0001-92;KQR-2C68;Não;Sim;Não;2025-06-17;2025-07-11;2014;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
VIAÇÃO JOSEPH HYGGOR LTDA;05.469.602/0001-06;NYR-0E52;Não;Sim;Não;2025-07-25;2025-10-17;2011;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
VIAÇÃO JOSEPH HYGGOR LTDA;05.469.602/0001-06;QMG-3656;Não;Sim;Não;2025-02-27;2025-10-17;2019;Executivo;28;28;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
VIACAO LUXOR LTDA;26.760.933/0001-70;BRQ-2A58;Não;Sim;Não;2025-10-14;2025-01-01;2019;Executivo;13;13;H - Cadeira de transbordo.;Ônibus
VIACAO LUXOR LTDA;26.760.933/0001-70;QIJ-2B15;Sim;Sim;Não;2025-07-01;2025-01-01;2014;Semileito;28;28;H - Cadeira de transbordo.;Ônibus
VIACAO MANIATUR LTDA;02.255.414/0001-97;AUW-6615;Não;Sim;Não;2025-04-02;2025-07-14;2011;Executivo;40;40;H - Cadeira de transbordo.;Ônibus
VIACAO MANIATUR LTDA;02.255.414/0001-97;AXA-7845;Não;Sim;Não;2025-04-10;2025-10-09;2013;Executivo;26;26;H - Cadeira de transbordo.;Ônibus
VIACAO MANIATUR LTDA;02.255.414/0001-97;BBJ-2935;Não;Sim;Não;2025-05-14;2025-09-30;2017;Executivo;13;13;Q - Cadeira de transbordo;Micro-ônibus
VIACAO MANTO AZUL LTDA;28.132.234/0001-01;AXQ-6G21;Não;Sim;Não;2025-12-02;2025-07-16;2013;Executivo;43;43;H - Cadeira de transbordo.;Ônibus
VIACAO MANTO AZUL LTDA;28.132.234/0001-01;DTB-8B68;Não;Sim;Não;2025-05-05;2025-11-23;2007;Executivo;51;51;Q - Cadeira de transbordo;Ônibus
VIACAO MANTO AZUL LTDA;28.132.234/0001-01;DTC-0C75;Não;Sim;Não;2025-04-30;2025-10-12;2007;Executivo;51;51;Q - Cadeira de transbordo;Ônibus
VIACAO MANTO AZUL LTDA;28.132.234/0001-01;MFU-4C48;Não;Sim;Não;2025-05-07;2025-11-27;2014;Executivo;60;60;H - Cadeira de transbordo.;Ônibus
VIACAO MANTO AZUL LTDA;28.132.234/0001-01;ODF-8D06;Não;Sim;Não;2025-03-11;2025-11-27;2011;Executivo;51;51;H - Cadeira de transbordo.;Ônibus
viacao marlim ltda;24.524.797/0001-94;LLH-9D42;Sim;Sim;Não;2025-06-06;2025-11-04;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
viacao marlim ltda;24.524.797/0001-94;NDR-8E32;Sim;Sim;Não;2025-06-04;2025-11-04;2010;Executivo;40;40;H - Cadeira de transbordo.;Ônibus
viacao marlim ltda;24.524.797/0001-94;OAX-5820;Sim;Sim;Não;2025-06-05;2025-11-04;2011;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
viacao marlim ltda;24.524.797/0001-94;OBS-2F51;Sim;Sim;Não;2025-01-31;2025-11-04;2014;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
VIACAO MEALY LTDA;32.826.466/0001-37;BTA-0A50;Não;Sim;Não;2025-04-07;2025-10-04;1996;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
VIACAO MEALY LTDA;32.826.466/0001-37;JNW-8G86;Não;Sim;Não;2025-02-26;2025-08-27;1997;Executivo;73;73;Sem Acessibilidade;Ônibus
VIACAO MONTES BELOS LTDA;01.813.824/0001-43;ONZ-2G58;Sim;Não;Não;2025-10-17;2025-10-10;2014;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
VIACAO MONTES BELOS LTDA;01.813.824/0001-43;OOC-7758;Sim;Não;Não;2025-01-30;2025-10-10;2014;Executivo;48;48;H - Cadeira de transbordo.;Ônibus
VIACAO MONTES BELOS LTDA;01.813.824/0001-43;PQU-8C28;Sim;Não;Não;2025-04-10;2025-10-10;2016;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
VIACAO MONTES BELOS LTDA;01.813.824/0001-43;PRB-3J65;Sim;Não;Não;2025-10-30;2025-10-10;2016;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
VIACAO MONTES BELOS LTDA;01.813.824/0001-43;PRC-4J45;Sim;Não;Não;2025-08-02;2025-10-10;2016;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
VIACAO MONTES BELOS LTDA;01.813.824/0001-43;PRC-4J75;Sim;Não;Não;2025-08-14;2025-10-10;2016;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
VIACAO MOTTA LIMITADA;55.340.921/0001-95;BWY-2293;Sim;Sim;Não;2025-09-19;2025-02-20;2011;Executivo;40;40;H - Cadeira de transbordo.;Ônibus
VIACAO MOTTA LIMITADA;55.340.921/0001-95;BWY-2295;Sim;Sim;Não;2025-08-29;2025-02-20;2011;Executivo;40;40;H - Cadeira de transbordo.;Ônibus
VIACAO MOTTA LIMITADA;55.340.921/0001-95;BWY-2297;Sim;Sim;Não;2025-11-12;2025-02-20;2011;Executivo;40;40;H - Cadeira de transbordo.;Ônibus
VIACAO MOTTA LIMITADA;55.340.921/0001-95;BWY-2298;Sim;Sim;Não;2025-08-27;2025-02-20;2011;Executivo;40;40;H - Cadeira de transbordo.;Ônibus
VIACAO MOTTA LIMITADA;55.340.921/0001-95;BWY-2300;Sim;Sim;Não;2025-08-02;2025-02-20;2011;Executivo;40;40;H - Cadeira de transbordo.;Ônibus
VIACAO MOTTA LIMITADA;55.340.921/0001-95;BWY-2301;Sim;Sim;Não;2025-12-04;2025-02-20;2011;Executivo;40;40;H - Cadeira de transbordo.;Ônibus
VIACAO MOTTA LIMITADA;55.340.921/0001-95;BWY-2302;Sim;Sim;Não;2025-03-07;2025-02-20;2011;Executivo;40;40;H - Cadeira de transbordo.;Ônibus
VIACAO MOTTA LIMITADA;55.340.921/0001-95;BWY-2304;Sim;Sim;Não;2025-04-02;2025-02-20;2011;Executivo;40;40;H - Cadeira de transbordo.;Ônibus
VIACAO MOTTA LIMITADA;55.340.921/0001-95;BWY-2320;Sim;Sim;Não;2025-11-12;2025-02-20;2012;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
VIACAO MOTTA LIMITADA;55.340.921/0001-95;BWY-2321;Sim;Sim;Não;2025-05-14;2025-02-20;2012;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
VIACAO MOTTA LIMITADA;55.340.921/0001-95;BWY-2324;Sim;Sim;Não;2025-11-22;2025-02-20;2012;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
VIACAO MOTTA LIMITADA;55.340.921/0001-95;BWY-2328;Sim;Sim;Não;2025-01-19;2025-02-20;2012;Executivo;36;36;H - Cadeira de transbordo.;Ônibus
VIACAO MOTTA LIMITADA;55.340.921/0001-95;BWY-2330;Sim;Sim;Não;2025-12-06;2025-02-20;2012;Executivo;36;36;H - Cadeira de transbordo.;Ônibus
VIACAO MOTTA LIMITADA;55.340.921/0001-95;BWY-2331;Sim;Não;Não;2025-11-28;2025-02-20;2012;Executivo;36;36;H - Cadeira de transbordo.;Ônibus
VIACAO MOTTA LIMITADA;55.340.921/0001-95;FAC-4699;Sim;Sim;Não;2025-12-05;2025-02-20;2017;Executivo | Leito;44 | 14;58;H - Cadeira de transbordo.;Ônibus
VIACAO MOTTA LIMITADA;55.340.921/0001-95;FCU-2297;Sim;Sim;Não;2025-11-26;2025-02-20;2017;Executivo;45;45;H - Cadeira de transbordo.;Ônibus
VIACAO MOTTA LIMITADA;55.340.921/0001-95;FCY-9419;Sim;Sim;Não;2025-01-12;2025-02-20;2017;Executivo;45;45;H - Cadeira de transbordo.;Ônibus
VIACAO MOTTA LIMITADA;55.340.921/0001-95;FVJ-5728;Sim;Sim;Não;2025-11-19;2025-02-20;2017;Executivo | Leito;44 | 12;58;H - Cadeira de transbordo.;Ônibus
VIACAO MOTTA LIMITADA;55.340.921/0001-95;FVS-8049;Sim;Sim;Não;2025-02-02;2025-02-20;2017;Leito | Executivo;12 | 46;58;H - Cadeira de transbordo.;Ônibus
VIACAO MOTTA LIMITADA;55.340.921/0001-95;FXT-5079;Sim;Sim;Não;2025-11-29;2025-02-20;2017;Leito | Executivo;12 | 46;58;H - Cadeira de transbordo.;Ônibus
VIACAO MOTTA LIMITADA;55.340.921/0001-95;GDA-4957;Sim;Sim;Não;2025-11-26;2025-02-20;2017;Executivo;45;45;H - Cadeira de transbordo.;Ônibus
VIACAO MOTTA LIMITADA;55.340.921/0001-95;GDG-5307;Sim;Sim;Não;2025-01-10;2025-02-20;2017;Executivo;45;45;H - Cadeira de transbordo.;Ônibus
VIACAO MOTTA LIMITADA;55.340.921/0001-95;GDZ-2767;Sim;Sim;Não;2025-12-03;2025-02-20;2017;Executivo;45;45;H - Cadeira de transbordo.;Ônibus
VIACAO MOTTA LIMITADA;55.340.921/0001-95;GGB-6559;Sim;Sim;Não;2025-12-06;2025-02-20;2017;Leito | Semileito;12 | 46;58;H - Cadeira de transbordo.;Ônibus
VIACAO MOTTA LIMITADA;55.340.921/0001-95;GJA-8609;Sim;Sim;Não;2025-01-09;2025-02-20;2017;Leito | Executivo;12 | 46;58;H - Cadeira de transbordo.;Ônibus
VIACAO MOTTA LIMITADA;55.340.921/0001-95;GJR-3498;Sim;Sim;Não;2025-11-12;2025-02-20;2017;Leito | Executivo;12 | 46;58;H - Cadeira de transbordo.;Ônibus
VIACAO MOTTA LIMITADA;55.340.921/0001-95;HTP-2729;Sim;Sim;Não;2025-11-26;2025-02-20;2010;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
VIACAO MOTTA LIMITADA;55.340.921/0001-95;OSL-3A48;Sim;Sim;Não;2025-12-02;2025-02-20;2014;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
VIACAO MOTTA LIMITADA;55.340.921/0001-95;OSS-9C58;Sim;Sim;Não;2025-12-02;2025-02-20;2014;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
VIACAO MOTTA LIMITADA;55.340.921/0001-95;QCM-0E93;Sim;Sim;Não;2025-11-21;2025-02-20;2016;Leito | Executivo;12 | 47;59;H - Cadeira de transbordo.;Ônibus
VIAÇÃO MOURÃOENSE LTDA;75.892.208/0001-61;ASF-2113;Não;Sim;Não;2025-07-10;2025-01-04;2009;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
VIAÇÃO MOURÃOENSE LTDA;75.892.208/0001-61;AVN-6100;Não;Sim;Não;2025-08-22;2025-01-04;2013;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
VIAÇÃO MUTUM PRETO LTDA-EPP;27.143.205/0001-82;OVE-2674;Não;Sim;Não;2025-11-19;2025-05-03;2012;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;GSV-4760;Sim;Não;Não;2025-04-18;2025-10-07;2007;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;GSV-4762;Sim;Não;Não;2025-04-22;2025-10-07;2007;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;GSV-4763;Sim;Não;Não;2025-05-08;2025-10-07;2007;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;GSV-4773;Sim;Não;Não;2025-01-02;2025-10-07;2007;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;GSV-4778;Sim;Não;Não;2025-05-08;2025-10-07;2007;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;GSV-4780;Sim;Não;Não;2025-01-26;2025-10-07;2007;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;GSV-4781;Sim;Não;Não;2025-01-03;2025-10-07;2007;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;GSV-4H65;Sim;Não;Não;2025-05-07;2025-10-07;2007;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;GSV-4H80;Sim;Não;Não;2025-01-26;2025-10-07;2007;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;HGJ-7622;Sim;Não;Não;2025-06-05;2025-10-07;2007;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;HGJ-7641;Sim;Não;Não;2025-05-26;2025-10-07;2007;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;HGJ-7642;Sim;Não;Não;2025-05-28;2025-10-07;2007;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;HGJ-7647;Sim;Não;Não;2025-04-17;2025-10-07;2007;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;HGJ-7649;Sim;Não;Não;2025-05-06;2025-10-07;2007;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;HGJ-7650;Sim;Não;Não;2025-04-23;2025-10-07;2007;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;HHO-4720;Sim;Não;Não;2025-07-31;2025-10-07;2011;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;HHO-4725;Sim;Não;Não;2025-07-22;2025-10-07;2011;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;HHO-4733;Sim;Não;Não;2025-07-22;2025-10-07;2011;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;HHO-4738;Sim;Não;Não;2025-07-02;2025-10-07;2011;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;HHO-4742;Sim;Não;Não;2025-06-12;2025-10-07;2011;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;HHO-4745;Sim;Não;Não;2025-06-26;2025-10-07;2011;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;HHO-4756;Sim;Não;Não;2025-07-31;2025-10-07;2011;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;HHU-5816;Sim;Não;Não;2025-07-01;2025-10-07;2011;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;OQC-8657;Sim;Não;Não;2025-05-24;2025-10-07;2013;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;OQC-9035;Sim;Não;Não;2025-03-07;2025-10-07;2013;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;OQC-9045;Sim;Não;Não;2025-04-02;2025-10-07;2013;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;OQC-9048;Sim;Não;Não;2025-07-08;2025-10-07;2013;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;OQC-9051;Sim;Não;Não;2025-06-14;2025-10-07;2013;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;OQC-9055;Sim;Não;Não;2025-08-08;2025-10-07;2013;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;OQE-5659;Sim;Não;Não;2025-05-24;2025-10-07;2013;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;OQE-5661;Sim;Não;Não;2025-06-10;2025-10-07;2013;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;OQE-5665;Sim;Não;Não;2025-04-29;2025-10-07;2013;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;OQE-7199;Sim;Não;Não;2025-06-06;2025-10-07;2013;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;OQE-7209;Sim;Não;Não;2025-06-03;2025-10-07;2013;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;OQE-7213;Sim;Não;Não;2025-07-15;2025-10-07;2013;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;OQE-7216;Sim;Não;Não;2025-07-12;2025-10-07;2013;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;OQE-7218;Sim;Não;Não;2025-01-23;2025-10-07;2013;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;OQE-7219;Sim;Não;Não;2025-02-28;2025-10-07;2013;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;OQF-3967;Sim;Não;Não;2025-06-04;2025-10-07;2013;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;OQF-3971;Sim;Não;Não;2025-06-05;2025-10-07;2013;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;OQG-1325;Sim;Não;Não;2025-05-02;2025-10-07;2013;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;OQI-5250;Sim;Não;Não;2025-05-13;2025-10-07;2013;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;OZN-4928;Sim;Não;Não;2025-02-23;2025-10-07;2014;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;OZO-0662;Sim;Não;Não;2025-06-10;2025-10-07;2014;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;OZO-0838;Sim;Não;Não;2025-07-01;2025-10-07;2014;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;OZO-3055;Sim;Não;Não;2025-05-08;2025-10-07;2014;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIACAO NACIONAL SA;61.898.813/0001-35;OZO-9114;Sim;Não;Não;2025-07-10;2025-10-07;2014;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;JRC-4086;Sim;Sim;Não;2025-03-04;2025-08-03;2007;Semileito;51;51;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;JRU-4121;Sim;Sim;Não;2025-02-22;2025-08-03;2008;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;JRU-9176;Sim;Sim;Não;2025-05-06;2025-08-03;2008;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;JRX-2578;Sim;Sim;Não;2025-01-25;2025-08-03;2008;Executivo;45;45;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;JRX-8114;Sim;Sim;Não;2025-01-30;2025-08-03;2008;Executivo;45;45;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;JRY-3208;Sim;Sim;Não;2025-03-11;2025-08-03;2008;Executivo;45;45;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;JRY-3511;Sim;Sim;Não;2025-03-03;2025-08-03;2008;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;JSJ-0303;Sim;Sim;Não;2025-12-03;2025-08-03;2009;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;JSM-2292;Sim;Sim;Não;2025-10-08;2025-08-03;2009;Executivo;45;45;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;JSM-6333;Sim;Sim;Não;2025-11-01;2025-08-03;2009;Executivo;45;45;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;JSP-1214;Sim;Sim;Não;2025-11-14;2025-08-03;2009;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;JSP-6791;Sim;Sim;Não;2025-12-03;2025-08-03;2009;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;JSP-9254;Sim;Sim;Não;2025-08-26;2025-08-03;2009;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;JST-0503;Sim;Sim;Não;2025-09-06;2025-08-03;2009;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;JST-0795;Sim;Sim;Não;2025-02-01;2025-08-03;2009;Convencional;47;47;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;JST-2424;Sim;Sim;Não;2025-01-10;2025-08-03;2009;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;JST-3942;Sim;Sim;Não;2025-09-06;2025-08-03;2009;Semileito;50;50;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;JST-8801;Sim;Sim;Não;2025-11-13;2025-08-03;2009;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;JST-9077;Sim;Sim;Não;2025-09-04;2025-08-03;2009;Semileito;50;50;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;NTN-4945;Sim;Sim;Não;2025-09-11;2025-08-03;2010;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;NTN-7303;Sim;Sim;Não;2025-09-10;2025-08-03;2010;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;NTN-9505;Sim;Sim;Não;2025-10-02;2025-08-03;2010;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;NTP-1172;Sim;Sim;Não;2025-04-12;2025-08-03;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;NTP-2478;Sim;Sim;Não;2025-05-29;2025-08-03;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;NTP-3696;Sim;Sim;Não;2025-06-03;2025-08-03;2010;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;NTP-5581;Sim;Sim;Não;2025-08-21;2025-08-03;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;NTP-5666;Sim;Sim;Não;2025-07-03;2025-08-03;2010;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;NTP-6090;Sim;Sim;Não;2025-06-05;2025-08-03;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;NTP-6576;Sim;Sim;Não;2025-06-07;2025-08-03;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;NTP-7663;Sim;Sim;Não;2025-04-17;2025-08-03;2010;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;NTP-8891;Sim;Sim;Não;2025-07-08;2025-08-03;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;NYT-7032;Sim;Sim;Não;2025-07-24;2025-08-03;2011;Executivo;45;45;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;NYX-1282;Sim;Sim;Não;2025-08-16;2025-08-03;2011;Leito;27;27;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;NYY-0499;Sim;Sim;Não;2025-11-06;2025-08-03;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;NYY-1979;Sim;Sim;Não;2025-02-28;2025-08-03;2011;Leito;27;27;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;NYY-2354;Sim;Sim;Não;2025-04-19;2025-08-03;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
VIAÇÃO NOVO HORIZONTE LTDA.;60.829.264/0001-84;NYY-3295;Sim;Sim;Não;2025-05-31;2025-08-03;2011;Convencional;46;46;H - Cadeira de transbordo.;Ônibus
